objectid,bin,st_number,st_unit,unit_type,predir,st_name,suffix,postdir,zip,use_type,last_edited_user,last_edited_date,master_address_id,parcel_number,use_code,style,grade,ext_walls,roof,flooring,bsmt_type,heating,fireplace,year_built,no_of_stories,total_rooms,bedrooms,half_bathrooms,full_bathrooms,basement_garage,sq_footage_finished_living,basement,finished_basement
2252,139128516,402,A 1,APT,NA,11TH,ST,NE,22902,R,PFAUTZ,2016-06-14T19:36:39.000Z,49774,180017200,Single Family-1 Conversion,1 Story,C,Wood,Shingles,Hardwood,Full Basement,Forced Air,0,1954,1,7,3,0,2,0,878,878,439
2644,406414763,418,001,APT,NA,17TH,ST,NW,22903,R,PFAUTZ,2017-05-23T19:10:05.000Z,56339,190041000,Single Family,1.5 Story,C,Stucco,Shingles,Hardwood,No Basement,Floor Furnace,0,1927,1.5,8,5,0,1,0,1491,NA,NA
2184,21010074,243,NA,NA,NA,ZAN,RD,NA,22901,C,NA,NA,2184,17A054400,Duplex,2 Story,B,Aluminum,Shingles,Other,Full Basement,Heat Pump,1,1990,2,9,5,1,3,0,1388,694,694
2186,84061285,117,NA,NA,NA,NORTH BAKER,ST,NA,22903,R,NA,NA,2186,17A055000,Single Family,1 Story,C,Vinyl,Shingles,Hardwood,Full Basement,Forced Air,0,1947,1,5,2,0,2,0,1020,1020,500
2187,574316442,702,NA,NA,NA,WEST,ST,NA,22903,R,NA,NA,2187,17A056000,Single Family,1 Story,C,Vinyl,Shingles,Hardwood,Cellar,Forced Air,0,1947,1,5,3,0,1,0,925,250,0
2188,600516730,302,NA,NA,NA,8TH,ST,NW,22903,R,NA,NA,2188,17A057000,Single Family,1.5 Story,C,Aluminum,Shingles,Hardwood,Full Basement,Forced Air,0,1947,1.5,6,3,0,1,0,1394,929,0
2190,365414327,607,NA,NA,NA,WATSON,AVE,NA,22901,R,NA,NA,2190,17A059000,Single Family-1 Conversion,1.5 Story,C,Concrete Block,Shingles,Hardwood,Partial Basement,Forced Air,0,1947,1.5,8,4,0,3,0,2004,320,0
2191,377114473,623,NA,NA,NA,WATSON,AVE,NA,22901,R,NA,NA,2191,17A060000,Single Family,1 Story,C,Vinyl,Shingles,Hardwood,Full Basement,Forced Air,0,1947,1,4,2,0,2,0,931,931,931
2196,89929351,1502,NA,NA,NA,SHORT 18TH,ST,NA,22902,R,NA,NA,2196,17A555000,Vacant Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2197,600416766,519,NA,NA,NA,LEXINGTON,AVE,NA,22902,R,NA,NA,2197,180001000,Single Family-1 Conversion,1 Story,C,Concrete Block,Shingles,Hardwood,No Basement,Gas Wall Unit,0,1940,1,4,2,0,1,0,925,NA,NA
2199,126975922,1453,NA,NA,NA,AVON,ST,NA,22902,R,NA,NA,2199,180002000,Single Family,2 Story,B,Wood,Metal,None,Partial Basement,Hot Water Radiator,0,1915,2,10,6,0,3,0,2854,713,NA
2200,526515959,632,NA,NA,NA,PARK,ST,NA,22902,R,NA,NA,2200,180002100,Duplex,1 Story,C,Brick Veneer,Shingles,Hardwood,Partial Basement,Forced Air,0,1969,1,8,4,0,2,0,1573,0,0
2201,554116259,616,NA,NA,NA,PARK,ST,NA,22902,R,NA,NA,2201,180002200,Duplex,1 Story,C,Brick Veneer,Shingles,Hardwood,Partial Basement,Forced Air,0,1967,1,8,4,0,2,0,1575,0,0
2202,560816297,611,NA,NA,NA,PARK,ST,NA,22902,R,NA,NA,2202,180003000,Single Family,1 Story,C,Wood,Shingles,Hardwood,Partial Basement,Heat Pump,0,1953,1,4,2,0,1,0,857,0,0
2203,566816370,614,NA,NA,NA,PARK,ST,NA,22902,R,NA,NA,2203,180003100,Single Family,1 Story,C,Aluminum,Shingles,Hardwood,Partial Basement,Floor Furnace,0,1953,1,4,2,0,1,0,1049,430,0
2204,586416609,532,NA,NA,NA,PARK,ST,NA,22902,R,NA,NA,2204,180004000,Single Family,1 Story,C,Vinyl,Shingles,Hardwood,No Basement,Forced Air,0,1953,1,6,3,0,2,0,1339,NA,NA
2205,586916630,620,NA,NA,NA,FARISH,ST,NA,22902,R,NA,NA,2205,180005000,Single Family-1 Conversion,2 Story,C,Stone,Slate,Hardwood,Cellar,Hot Water Radiator,0,1915,2,11,4,0,3,0,3072,496,NA
2206,269113277,1011,NA,NA,NA,COTTONWOOD,RD,NA,22901,R,NA,NA,2206,180005100,Duplex,1 Story,C,Aluminum,Shingles,Hardwood,Partial Basement,Forced Air,0,1956,1,8,4,0,2,0,1699,0,0
2317,147711711,1310,NA,NA,NA,BLUE RIDGE,RD,NA,22903,R,NA,NA,2317,180060000,Single Family,2 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Hot Water Radiator,1,1939,2,8,3,2,2,0,2656,864,800
2318,131796573,402,NA,NA,NA,HARRIS,RD,NA,22903,R,NA,NA,2318,180060100,Vacant Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2046,107173547,2421,G,APT,NA,JEFFERSON PARK,AVE,NA,22903,R,NA,NA,2046,170057600,Duplex,1 Story,C,Wood,Shingles,Hardwood,Full Basement,Forced Air,0,1961,1,10,5,0,2,0,925,925,925
2049,110343782,111,B,APT,NA,HAMMOND,ST,NA,22903,R,NA,NA,2049,170058000,Single Family,2 Story,B,Wood,Shingles,Hardwood,No Basement,Heat Pump,0,2008,2,7,4,1,4,0,2736,NA,NA
2069,359014194,1717,B,STE,NA,ALLIED,ST,NA,22903,C,NA,NA,2069,170070000,Duplex,2 Story,B,Wood,Shingles,Other,Partial Basement,Hot Water Radiator,2,1942,2,12,8,0,5,0,2940,720,95
2228,768417160,210,31,UNIT,NA,10TH,ST,NE,22902,R,NA,NA,2228,180015190,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,1,1962,1,6,3,1,1,0,1053,1053,398
2229,768417160,210,32,UNIT,NA,10TH,ST,NE,22902,R,NA,NA,2229,180015200,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,1,1960,1,6,3,0,1,0,993,993,497
2272,107043390,2417,E,APT,NA,JEFFERSON PARK,AVE,NA,22903,R,NA,NA,2272,180031000,Single Family-1 Conversion,1.5 Story,B,Brick Veneer,Metal,Hardwood,Full Basement,Hot Water Radiator,1,1954,1.66,12,5,0,4,0,1937,1167,875
2280,110343782,111,A,APT,NA,HAMMOND,ST,NA,22903,R,NA,NA,2280,180034100,Single Family,1.5 Story,B,Wood,Shingles,Hardwood,Full Basement,Forced Air,1,1896,1.5,8,3,0,2,0,1507,1103,800
2286,382814518,925,A,APT,NA,HENRY,AVE,NA,22903,R,NA,NA,2286,180039100,Duplex,2 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,0,1960,2,14,8,0,4,0,1792,896,896
2287,382814518,925,B,APT,NA,HENRY,AVE,NA,22903,R,NA,NA,2287,180039200,Duplex,2 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,0,1960,2,14,6,0,4,0,1790,895,895
2500,85901384,1910,24,UNIT,NA,JEFFERSON PARK,AVE,NA,22903,R,NA,NA,2500,190018000,Single Family,1.5 Story,B,Wood,Shingles,Hardwood,Cellar,Forced Air,1,1956,1.75,10,4,0,3,0,3303,360,NA
2501,85901338,1910,7,UNIT,NA,JEFFERSON PARK,AVE,NA,22903,R,NA,NA,2501,190018000,Single Family,1 Story,C,Stucco/Masonry,Asbestos,None,No Basement,Baseboard,1,1956,1,1,0,0,0,0,442,NA,NA
2518,117174934,2514,A,APT,NA,JEFFERSON PARK,AVE,NA,22903,R,NA,NA,2518,190032300,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,1,1962,1,8,4,0,2,0,1075,1061,795
2662,768417160,210,17,UNIT,NA,10TH,ST,NE,22902,R,NA,NA,2662,190055000,Single Family-1 Conversion,1 Story,C,Wood Shingle,Shingles,Hardwood,Partial Basement,Floor Furnace,1,1920,1,10,5,0,2,0,1812,482,NA
2894,85901384,1910,16,UNIT,NA,JEFFERSON PARK,AVE,NA,22903,R,NA,NA,2894,200174000,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,1,1964,1,7,3,1,1,0,1207,1207,502
2934,124995718,414,NA,NA,NA,MOSELEY,DR,NA,22903,R,NA,NA,2934,200214000,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,2,1961,1,7,3,0,2,0,1178,1178,589
2935,325313945,729,NA,NA,NA,MADISON,AVE,NA,22903,R,NA,NA,2935,200215000,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,2,1963,1,6,2,1,1,0,1204,1204,0
2936,325313897,753,NA,NA,NA,MADISON,AVE,NA,22903,R,NA,NA,2936,200216000,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,2,1963,1,6,2,1,1,0,1116,1148,100
2937,1428919849,218,NA,NA,NA,HUNTLEY,AVE,NA,22903,R,NA,NA,2937,200217000,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,0,1965,1,6,3,1,1,0,1068,1068,0
2943,127756083,115,NA,NA,NA,MONTE VISTA,AVE,NA,22903,R,NA,NA,2943,200223000,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Baseboard,0,1962,1,6,3,0,2,0,1282,1282,351
2944,129836307,203,NA,NA,NA,OLD LYNCHBURG,RD,NA,22903,R,NA,NA,2944,200224000,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,1,1964,1,5,3,1,1,0,1221,1221,288
2945,132076572,213,NA,NA,NA,MONTE VISTA,AVE,NA,22903,R,NA,NA,2945,200225000,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,2,1962,1,8,4,1,2,0,1171,1171,1026
2946,132196579,212,NA,NA,NA,MONTE VISTA,AVE,NA,22903,R,NA,NA,2946,200226000,Duplex,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,2,1964,1,6,2,0,1,0,1146,1146,860
2969,61310565,1702,NA,NA,NA,ESSEX,RD,NA,22901,R,NA,NA,2969,200246200,Duplex,2 Story,C,Wood,Shingles,Hardwood,No Basement,Baseboard,0,1968,2,8,4,0,2,0,2196,0,0
2971,44410324,2207,NA,NA,NA,SHELBY,DR,NA,22901,R,NA,NA,2971,200247000,Vacant Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2972,7811776,322,NA,NA,NA,6 1/2,ST,SW,22903,R,NA,NA,2972,200247100,Duplex,2 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,4,1968,2,12,6,2,2,0,2582,1291,0
2973,59238183,1221,NA,NA,NA,HAZEL,ST,NA,22902,R,NA,NA,2973,200249000,Single Family,1.5 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,1,1959,1.5,5,3,0,2,0,1184,821,0
2975,355814223,517,NA,NA,NA,250,BYP,NA,22901,R,NA,NA,2975,200251000,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,1,1960,1,7,3,0,1,0,999,999,400
2981,438415103,808,NA,NA,NA,HENRY,AVE,NA,22903,R,NA,NA,2981,200257000,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,No Basement,Forced Air,1,1959,1,7,4,0,2,0,1350,NA,NA
2982,439015115,604,NA,NA,NA,CYNTHIANNA,AVE,NA,22903,R,NA,NA,2982,200258000,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,2,1959,1,8,3,0,1,0,1102,1102,551
2983,363314424,115,NA,NA,NA,ROTHERY,RD,NA,22903,R,NA,NA,2983,200259100,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,1,1966,1,6,3,1,1,0,1156,1156,0
2984,156111800,1612,NA,NA,NA,GREENLEAF,LN,NA,22903,R,NA,NA,2984,200259101,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,1,1966,1,8,3,1,1,0,1196,1163,582
2985,264613229,1413,NA,NA,NA,WESTWOOD,RD,NA,22903,R,NA,NA,2985,200259110,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,1,1967,1,8,3,1,2,0,1158,1158,758
2986,267513243,1408,NA,NA,NA,WESTWOOD,RD,NA,22903,R,NA,NA,2986,200259120,Vacant Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2987,275913345,1430,NA,NA,NA,WESTWOOD,RD,NA,22903,R,NA,NA,2987,200259130,Duplex,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,1,1967,1,10,4,0,3,1,1518,1518,759
2988,166811935,1602,NA,NA,NA,ROSE HILL,DR,NA,22903,R,NA,NA,2988,200259140,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,2,1966,1,10,3,1,1,0,1138,1163,540
2989,144011666,2043,NA,NA,NA,BARRACKS,RD,NA,22903,C,NA,NA,2989,200259150,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,2,1967,1,8,3,1,2,0,1133,1160,729
2994,104933225,607,NA,NA,NA,SHAMROCK,RD,NA,22903,R,NA,NA,2994,200259200,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,1,1966,1,7,3,1,1,0,1174,1174,1031
2995,105033205,1519,NA,NA,NA,TRAILRIDGE,RD,NA,22903,R,NA,NA,2995,200259201,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,2,1968,1,7,3,0,2,0,1116,1116,800
2998,1508219752,720,NA,NA,NA,ROCKLAND,AVE,NA,22902,R,NA,NA,2998,200259230,Single Family,1 Story,C,Brick Veneer,Shingles,W/W Carpet,Full Basement,Forced Air,1,1966,1,6,2,1,1,0,1296,1296,559
2999,1263419754,807,NA,NA,NA,ROCKLAND,AVE,NA,22902,R,NA,NA,2999,200259240,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,Partial Basement,Forced Air,2,1965,1,6,3,1,1,0,1520,1106,0
3000,1441119768,119,NA,NA,NA,BLINCOE,LN,NA,22902,R,NA,NA,3000,200259250,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,1,1966,1,7,3,1,2,0,1296,1278,669
2216,339014003,44,2,#,NA,UNIVERSITY,CIR,NA,22903,R,PFAUTZ,2016-11-28T17:23:02.000Z,50768,180011000,Single Family,1 Story,C,Brick Veneer,Metal,Hardwood,Full Basement,Floor Furnace,1,1936,1,6,3,0,1,0,1266,1266,0
2218,442915112,1534,B,#,NA,VIRGINIA,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:02.000Z,50769,180015100,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,1,1961,1,6,4,0,2,0,1012,806,0
2220,68128508,400,B,#,NA,10TH,ST,NE,22902,NA,PFAUTZ,2016-11-28T17:23:02.000Z,50770,180015110,Single Family-1 Conversion,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,1,1962,1,9,5,0,2,0,1068,1068,700
2226,303813655,821,A,#,NA,CABELL,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:02.000Z,50771,180015170,Single Family-1 Conversion,1 Story,C,Wood,Shingles,Hardwood,Full Basement,Forced Air,0,1964,1,9,6,1,2,0,1111,1111,1055
2230,397014643,802,4,#,NA,CYNTHIANNA,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:02.000Z,50772,180015201,Single Family,Split-Foyer,C,Brick Veneer,Shingles,Hardwood,Full Basement,Heat Pump,2,1963,1,8,4,0,2,0,1107,1110,990
2231,397014643,802,B,#,NA,CYNTHIANNA,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:02.000Z,50773,180015210,Single Family,1 Story,C,Precast Panel,Shingles,Hardwood,Partial Basement,Forced Air,1,1961,1,6,3,1,2,1,1233,617,257
2279,7011249,416,I,#,W,MAIN,ST,NA,22903,C,PFAUTZ,2016-11-28T17:23:00.000Z,50793,180034100,Single Family,2 Story,C,Wood,Shingles,None,No Basement,Gas Wall Unit,0,1950,2,3,1,0,1,0,604,NA,NA
2308,102562856,1102,1,#,NA,LEONARD,ST,NA,22902,R,PFAUTZ,2016-11-28T17:23:00.000Z,50805,180055200,Duplex,1 Story,C,Wood,Shingles,Hardwood,Full Basement,Forced Air,0,1957,1,8,5,0,2,0,979,979,734
2480,6984753,105,2,#,W,WATER,ST,NA,22902,NA,PFAUTZ,2016-11-28T17:23:00.000Z,50841,190003000,Single Family,1.5 Story,B,Wood,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1932,1.5,7,4,1,3,0,2662,335,NA
2583,13937149,428,205,#,NA,MONROE,LN,NA,22903,R,PFAUTZ,2016-11-28T17:23:00.000Z,50855,190035340,Single Family-1 Conversion,1.5 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,1,1961,1.5,9,4,0,3,0,1215,810,750
2584,13937149,428,308,#,NA,MONROE,LN,NA,22903,R,PFAUTZ,2016-11-28T17:23:00.000Z,50856,190035350,Single Family,1.5 Story,C,Masonite,Shingles,Hardwood,No Basement,Forced Air,1,1975,1.5,6,3,0,2,0,1440,NA,NA
2665,680722036,107,3,#,W,MAIN,ST,NA,22902,NA,PFAUTZ,2016-11-28T17:23:00.000Z,50872,190057200,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,0,1956,1,8,4,0,1,0,1031,825,413
2666,680722036,107,4,#,W,MAIN,ST,NA,22902,NA,PFAUTZ,2016-11-28T17:23:00.000Z,50873,190058000,Duplex,2 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,0,1969,2,12,6,0,2,0,3168,1584,0
2679,66681755,113,205,#,W,MAIN,ST,NA,22902,NA,PFAUTZ,2016-11-28T17:23:00.000Z,50874,190070000,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,1,1956,1,8,3,0,1,0,1009,1009,505
2680,66681755,113,204,#,W,MAIN,ST,NA,22902,NA,PFAUTZ,2016-11-28T17:23:00.000Z,50875,190071000,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,1,1957,1,5,3,0,1,0,992,992,0
2686,587116605,1306,B,#,NA,WERTLAND,ST,NA,22903,R,PFAUTZ,2016-11-28T17:22:59.000Z,50876,190077000,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,1,1956,1,8,3,0,1,0,1002,1002,500
2813,13937149,428,203,#,NA,MONROE,LN,NA,22903,R,PFAUTZ,2016-11-28T17:23:00.000Z,50880,200101000,Single Family,2 Story,B,Vinyl,Shingles,Hardwood,No Basement,Heat Pump,1,2000,2,6,3,1,2,0,1680,NA,NA
2814,13937149,428,204,#,NA,MONROE,LN,NA,22903,R,PFAUTZ,2016-11-28T17:23:00.000Z,50881,200102000,Single Family,1 Story,C,Wood,Architectural Shingles,Hardwood,No Basement,Baseboard,0,1920,1,6,2,0,1,0,1028,NA,NA
2008,8020992,1821,7,#,NA,JEFFERSON PARK,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:02.000Z,50720,170025000,Single Family,2 Story,B,Stucco,Shingles,Other,Full Basement,Hot Water Radiator,1,1935,2,7,3,0,2,0,1718,339,0
2016,320313813,1033,1/2,#,NA,LOCUST,AVE,NA,22901,R,PFAUTZ,2016-11-28T17:23:02.000Z,50721,170032000,Duplex,2 Story,B,Wood,Shingles,Hardwood,No Basement,Heat Pump,0,1950,2,9,5,0,3,0,2121,0,0
2023,605316778,415,1,#,NA,2ND,ST,NE,22902,R,PFAUTZ,2016-11-28T17:23:02.000Z,50723,170037000,Duplex,2 Story,B,Vinyl,Shingles,Other,No Basement,Forced Air,0,1980,2,12,6,2,2,0,2442,0,0
2030,195312410,1608,1/2,#,NA,OXFORD,RD,NA,22903,R,PFAUTZ,2016-11-28T17:23:02.000Z,50725,170048000,Single Family,2 Story,B,Stucco,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1935,2,6,3,0,2,0,1630,671,0
2032,86309186,1413,B,#,NA,SHORT 18TH,ST,NA,22902,R,PFAUTZ,2016-11-28T17:23:02.000Z,50727,170050000,Single Family-1 Conversion,1 Story,B,Stucco,Shingles,Hardwood,Full Basement,Hot Water Radiator,1,1939,1,10,5,0,2,0,1589,1059,684
2034,99711080,1243,B7,#,NA,CEDARS,CT,NA,22903,R,PFAUTZ,2016-11-28T17:23:00.000Z,50728,170052000,Single Family,1.5 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,1,1952,1.5,5,2,1,2,0,1168,730,311
2038,596916712,440,B,#,NA,2ND,ST,NE,22902,R,PFAUTZ,2016-11-28T17:23:02.000Z,50730,170055000,Single Family,1.5 Story,B,Wood,Shingles,Hardwood,Partial Basement,Forced Air,1,1925,1.5,14,9,2,4,0,3704,266,0
2040,626116921,508,2,#,NA,7TH,ST,NE,22902,R,PFAUTZ,2016-11-28T17:23:01.000Z,50732,170057000,Duplex,1 Story,B,Brick Veneer,Shingles,Hardwood,No Basement,Floor Furnace,0,1965,1,10,4,0,2,0,1844,0,0
2041,1013120017,1518,102,#,E,MARKET,ST,NA,22902,R,PFAUTZ,2016-11-28T17:23:02.000Z,50733,170057100,Duplex,1 Story,C,Wood,Shingles,Hardwood,Full Basement,Forced Air,0,1961,1,9,5,0,2,0,1056,1056,1056
2045,357814305,762,B,#,NA,MADISON,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:02.000Z,50734,170057500,Single Family-1 Conversion,1 Story,C,Vinyl,Shingles,Hardwood,Full Basement,Forced Air,0,1961,1,8,4,0,3,0,924,924,924
2047,33517170,1924,1,#,NA,SWANSON,DR,NA,22901,R,PFAUTZ,2016-11-28T17:23:02.000Z,50735,170057700,Duplex,1 Story,C,Vinyl,Shingles,Hardwood,Full Basement,Forced Air,0,1963,1,9,5,0,2,0,909,909,809
2051,388214567,921,1,#,NA,HENRY,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:00.000Z,50737,170059000,Vacant Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2053,367514279,604,A,#,NA,15TH,ST,NW,22903,R,PFAUTZ,2016-11-28T17:23:02.000Z,50739,170061000,Vacant Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2054,90379369,216,A,#,NA,DOUGLAS,AVE,NA,22902,R,PFAUTZ,2016-11-28T17:23:02.000Z,50740,170061100,Vacant Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2063,88691567,205,A,#,NA,SHAMROCK,RD,NA,22903,R,PFAUTZ,2016-11-28T17:23:02.000Z,50741,170066100,Duplex,2 Story,B,Vinyl,Shingles,None,No Basement,Heat Pump,0,2007,2,14,8,0,4,0,3020,0,0
2064,129256261,2709,B,#,NA,ETON,RD,NA,22903,R,PFAUTZ,2016-11-28T17:23:02.000Z,50742,170067000,Single Family,2 Story,B,Vinyl,Shingles,Hardwood,No Basement,Heat Pump,NA,2013,2,7,4,0,2,0,1456,NA,NA
2071,104473218,235,A,#,NA,STRIBLING,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:02.000Z,50744,170080100,Condominium,2 Story,C,Wood,Shingles,W/W Carpet,No Basement,Forced Air,0,1973,2,5,3,0,2,NA,908,0,0
2072,99442589,111,B,#,NA,RAYMOND,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:02.000Z,50745,170080101,Condominium,1 Story,C,Wood,Shingles,W/W Carpet,No Basement,Forced Air,0,1973,1,5,3,0,2,NA,876,0,0
2171,542616142,911,B,#,NA,PAOLI,ST,NA,22903,R,PFAUTZ,2016-11-28T17:23:02.000Z,50760,17A047000,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,NA,1959,1,5,3,0,1,NA,920,920,NA
2180,357814149,728,B,#,NA,MADISON,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:02.000Z,50761,17A053200,Duplex,2 Story,B,Aluminum,Shingles,Other,Full Basement,Heat Pump,1,1989,2,9,5,1,3,0,1388,694,694
2181,357814149,726,C,#,NA,MADISON,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:02.000Z,50762,17A054100,Duplex,2 Story,B,Aluminum,Shingles,Other,Full Basement,Heat Pump,1,1991,2,9,5,1,3,0,1388,694,694
2193,299313611,611,215,#,NA,RUGBY,RD,NA,22903,R,PFAUTZ,2016-11-28T17:23:02.000Z,50763,17A062000,Single Family,1 Story,C,Aluminum,Shingles,Hardwood,Partial Basement,Forced Air,0,1947,1,4,2,0,1,0,936,600,0
2212,107803496,2411,A,#,NA,SUNSET,RD,NA,22903,R,PFAUTZ,2016-11-28T17:23:02.000Z,50764,180008000,Single Family,2 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Heat Pump,1,1925,2,5,3,1,2,0,1590,795,0
2213,102012777,108,B,#,NA,RAYMOND,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:02.000Z,50765,180009000,Single Family,2 Story,C,Stucco,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1941,2,6,3,1,1,0,1617,728,NA
2006,7671708,1800,22,UNIT,NA,JEFFERSON PARK,AVE,NA,22903,R,NA,NA,2006,170022001,Duplex,2 Story,B,Vinyl,Architectural Shingles,Pre-Fab Wd,No Basement,Heat Pump,NA,2017,2,14,8,NA,10,NA,3584,NA,NA
2062,133336715,230,B,APT,NA,OLD LYNCHBURG,RD,NA,22903,R,NA,NA,2062,170066000,Single Family-1 Conversion,1.5 Story,B,Stucco,Shingles,Hardwood,Full Basement,Hot Water Radiator,1,1934,1.5,9,5,0,3,0,1632,1088,300
2346,46237889,1217,A,APT,NA,RIVER VISTA,AVE,NA,22901,R,NA,NA,2346,18A025000,Vacant Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2354,46487892,1219,B,APT,NA,RIVER VISTA,AVE,NA,22901,R,NA,NA,2354,18A032100,Single Family Attached,1 Story,C,Wood,Shingles,Other,Full Basement,Heat Pump,0,1983,1,6,4,0,4,0,756,756,756
2504,7881935,1800,705,UNIT,NA,JEFFERSON PARK,AVE,NA,22903,R,NA,NA,2504,190021000,Single Family,2 Story,B,Wood,Shingles,Hardwood,Full Basement,Hot Water Radiator,1,1930,2,7,4,1,2,0,1846,923,0
2507,7881935,1800,611,UNIT,NA,JEFFERSON PARK,AVE,NA,22903,R,NA,NA,2507,190024100,Single Family,2 Story,B,Brick Veneer,Shingles,Hardwood,Partial Basement,Forced Air,1,1959,2,7,3,2,1,0,1854,765,0
2798,511415801,748,NA,NA,NA,LEXINGTON,AVE,NA,22902,R,NA,NA,2798,200087000,Single Family,1 Story,C,Vinyl,Shingles,Hardwood,Partial Basement,Floor Furnace,0,1940,1,5,2,0,1,0,826,420,NA
2799,514115892,673,NA,NA,NA,EVERGREEN,AVE,NA,22902,R,NA,NA,2799,200088000,Single Family,1.5 Story,C,Brick Veneer,Shingles,Hardwood,Partial Basement,Forced Air,1,1955,1.5,7,3,0,2,0,1723,1120,0
